Nivel de riesgo,Score riesgo,Alias,No. Serie,Marca,Modelo,Distribuidor,Estado,Horómetro,Edad equipo,Total servicios,Cerrados,Cerrada fuera,Pendientes,Backlog,Atraso máx hrs,Atraso prom hrs,T. Encendido hrs,Distancia,Última fecha mant.,Motivo clasificación
Medio,23.5,866392068745102,S402917M-8113428,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,829.8,3,3,2,0,1,1,229,229.0,0.0,0.0,2025-04-03 00:21:00,1 servicio(s) pendiente/fuera
Medio,23.5,AGROEQUIPOS - 5800873M,5800873M-727352448,NEW HOLLAND AG,6810,AGROEQUIPOS,Chiapas,1036.9,4,4,3,0,1,1,137,137.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.5,TRACSA - 353738101216750,LSM0W40RCP0310657,NEW HOLLAND AG,WORKMASTER 40,TRACSAGRAL,Jalisco,2053.1,4,1,0,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.4,862407060139171,S509135M-8127459,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Quintana Roo,16.6,2,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,23.4,TRACTIESA - HFJ185821 - 862407061555458,HFJ185821-651888,CASE IH,FARMALL JX100,TRACTIESA,Mexico,33.8,2,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,23.4,862407060153388,HFJ185584-643736,CASE IH,FARMALL JX110,TEPSA,Puebla,621.1,2,3,2,0,1,1,321,321.0,0.0,0.0,2025-10-12 11:53:00,1 servicio(s) pendiente/fuera; atraso máx. 321 hrs
Medio,23.4,TEPSA - 866392067006050,S508852M-8121274,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,824.8,3,1,0,0,1,1,225,225.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.4,ENAGRI - S507814M,S507814M-8094578,NEW HOLLAND AG,7610S HERENCIA,ENAGRI,Nayarit,767.8,4,3,2,0,1,1,167,167.0,0.0,0.0,2024-04-10 19:43:00,1 servicio(s) pendiente/fuera
Medio,23.4,ATS - NH10525M,NH10525M-001990183,NEW HOLLAND AG,TS6.140,ATS,Veracruz de Ignacio de la Llave,1355.2,3,5,4,0,1,1,156,156.0,10.3,52.0,2024-12-05 21:34:00,1 servicio(s) pendiente/fuera
Medio,23.4,DASSA-4100040M,4100040M-001870238,NEW HOLLAND AG,TS6.125,ARBSA,Sonora,2009.4,4,5,4,0,1,1,0,0.0,0.6,5.4,,1 servicio(s) pendiente/fuera
Medio,23.3,AGTRAC - S508780M,S508780M-8121276,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Michoacan de Ocampo,559.1,3,1,0,0,1,1,259,259.0,0.0,0.0,2024-06-12 13:45:00,1 servicio(s) pendiente/fuera
Medio,23.3,MADISA-S306855M-8119316,S306855M-8119316,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Chihuahua,558.3,3,2,1,0,1,1,258,258.0,0.0,0.0,2024-05-12 10:47:00,1 servicio(s) pendiente/fuera
Medio,23.3,866392068990237,S204771M-8117797,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,554.4,3,2,1,0,1,1,257,257.0,3.3,12.1,2024-05-12 10:23:00,1 servicio(s) pendiente/fuera
Medio,23.3,VRM - NKJ0B80CCPKH34430,NKJ0B80CCPKH34430,NEW HOLLAND CE,B80C,ADMIN.VRM,Queretaro,822.8,3,1,0,0,1,1,222,222.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.2,862407061659516,NH11101M-002145240,NEW HOLLAND AG,TS6.125,MADISAGRAL,Veracruz de Ignacio de la Llave,1144.5,2,4,3,0,1,1,244,244.0,0.0,0.0,2025-08-01 12:23:00,1 servicio(s) pendiente/fuera
Medio,23.2,ATN - S507715M,S507715M,NEW HOLLAND AG,7610S HERENCIA,ATN,Durango,497.2,4,2,1,0,1,1,197,197.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.2,TRACSA - 5800726M,5800726M,NEW HOLLAND AG,7810,TRACSAGRAL,Durango,494.5,4,2,1,0,1,1,194,194.0,0.0,0.0,2024-06-08 20:31:00,1 servicio(s) pendiente/fuera
Medio,23.2,DASSA - NH10724M,NH10724M-002008672,NEW HOLLAND AG,TS6.110,DASSA,Sinaloa,1347.2,3,4,3,0,1,1,147,147.0,0.0,0.0,2024-04-10 20:11:00,1 servicio(s) pendiente/fuera
Medio,23.2,TRACSA - NH10352M,NH10352M,NEW HOLLAND AG,TS6.110,TRACSAGRAL,Michoacan de Ocampo,1021.3,4,4,3,0,1,1,124,124.0,0.0,4.8,2025-01-06 09:53:00,1 servicio(s) pendiente/fuera
Medio,23.2,DASSA - NH09657M,NH09657M-001842187,NEW HOLLAND AG,TS6.125,DASSA,Sinaloa,1232.8,5,5,4,0,1,1,32,32.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.2,MADISA-S507693M,S507693M-8089723,NEW HOLLAND AG,Desconocido,MADISAGRAL,Mexico,1958.9,4,2,1,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.1,866392069090268,4100411M-002051537,NEW HOLLAND AG,TS6.120 ELITE,ENAGRI,Sinaloa,552.1,3,1,0,0,1,1,252,252.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.1,ENAGRI-866392066881073,S508767M-8120985,NEW HOLLAND AG,7610S HERENCIA,ENAGRI,Nayarit,816.4,3,3,2,0,1,1,216,216.0,0.0,0.0,2024-05-12 15:06:00,1 servicio(s) pendiente/fuera
Medio,23.1,TEPSA - S204591M,S204591M-8089892,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,490.5,4,2,1,0,1,1,190,190.0,0.0,0.0,2024-05-11 10:23:00,1 servicio(s) pendiente/fuera
Medio,23.1,MADISA - 866392068846538,S306887M-8117794,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Tabasco,1610.0,3,3,2,0,1,1,110,110.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.1,TRACTIESA-S507433M,S507433M-8084290,NEW HOLLAND AG,7610S,TRACTIESA,Michoacan de Ocampo,1927.3,4,1,0,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.0,862407062915958,S509691M-6304658,NEW HOLLAND AG,7610S HERENCIA,altenos,Oaxaca,400.2,1,2,0,1,1,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,23.0,TEPSA -HFJ184652,HFJ184652-614157,CASE IH,FARMALL JX90,TEPSA,Tlaxcala,548.3,3,2,1,0,1,1,248,248.0,0.0,0.0,2024-06-08 21:29:00,1 servicio(s) pendiente/fuera
Medio,23.0,ENAGRI - 862407060170796,S508917M-8121158,NEW HOLLAND AG,7610S HERENCIA,ENAGRI,Nayarit,813.0,3,3,2,0,1,1,213,213.0,0.0,0.0,2024-06-08 21:24:00,1 servicio(s) pendiente/fuera
Medio,23.0,860092059817045,S204665M-8103418,NEW HOLLAND AG,6610S HERENCIA,TAPSA,Puebla,488.4,4,2,1,0,1,1,188,188.0,4.3,16.9,,1 servicio(s) pendiente/fuera
Medio,23.0,DASSA - 4100252M,4100252M-002028081,NEW HOLLAND AG,TS6.120 ELITE,DASSA,Sinaloa,1076.0,3,3,2,0,1,1,176,176.0,0.0,0.0,2024-04-10 19:09:00,1 servicio(s) pendiente/fuera
Medio,23.0,MADISA - 4100294M-002045618,4100294M-002045618,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Oaxaca,1341.7,3,5,4,0,1,1,143,143.0,15.7,30.6,2025-09-01 18:10:00,1 servicio(s) pendiente/fuera
Medio,23.0,TEPSA - S204536M,S204536M-8085643,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,429.4,5,2,1,0,1,1,129,129.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.0,85-P022605-7610S,S57000M-8071909,NEW HOLLAND AG,7610S,MADISAGRAL,Veracruz de Ignacio de la Llave,1409.1,5,3,2,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,23.0,AGROCISA - 5801175M,5801175M-727351116,NEW HOLLAND AG,6810,AGROCISAGRAL,Guanajuato,2389.4,3,9,8,0,1,1,0,0.0,0.0,0.0,2024-03-02 09:25:00,1 servicio(s) pendiente/fuera
Medio,22.9,862407061708107,S509386M-8131698,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,380.6,2,2,1,0,1,1,332,332.0,0.0,0.0,,1 servicio(s) pendiente/fuera; atraso máx. 332 hrs
Medio,22.9,866392069086324,S402949M-8120995,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,545.8,3,2,1,0,1,1,245,245.0,2.9,10.6,,1 servicio(s) pendiente/fuera
Medio,22.9,TEPSA - H000385M,H000385M-8081189,NEW HOLLAND AG,TS6000,TEPSA,Puebla,427.9,5,2,1,0,1,1,127,127.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.8,TEPSA - 866392066780903,S508846M-8121275,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Veracruz de Ignacio de la Llave,539.0,3,2,1,0,1,1,239,239.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.8,ENAGRI - NH10179M,NH10179M-001956069,NEW HOLLAND AG,TS6.110,ENAGRI,Sinaloa,745.5,4,2,1,0,1,1,145,145.0,0.0,0.0,2024-06-08 20:29:00,1 servicio(s) pendiente/fuera
Medio,22.8,DASSA - NH10323M,NH10323M-001968218,NEW HOLLAND AG,TS6.110,DASSA,Sinaloa,1274.5,4,5,4,0,1,1,74,74.0,0.0,0.0,2025-06-10 13:57:00,1 servicio(s) pendiente/fuera
Medio,22.8,TRACSA-353738101216784-ZMAF50115,ZMAF50115,NEW HOLLAND AG,T3.75F,TRACSAGRAL,Jalisco,1832.8,4,1,0,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.7,866016064327132,S509006M-8126666,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,538.7,3,2,1,0,1,1,238,238.0,0.0,0.0,2024-05-12 15:07:00,1 servicio(s) pendiente/fuera
Medio,22.7,353738101247292,NKJ575SVTPKH36443,CASE CE,575SV,DIMAPESA,Campeche,1391.2,2,1,0,0,1,1,191,191.0,0.0,0.0,2025-03-08 21:58:00,1 servicio(s) pendiente/fuera
Medio,22.7,ATC - S306566M,S306566M-8103423,NEW HOLLAND AG,6610S HERENCIA,ATC,Guanajuato,741.2,4,3,2,0,1,1,142,142.0,0.0,0.5,2025-08-02 10:32:00,1 servicio(s) pendiente/fuera
Medio,22.7,TRACSA - S507609M,S507609M,NEW HOLLAND AG,7610S,TRACSAGRAL,Jalisco,418.8,5,2,1,0,1,1,118,118.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.6,862407061820316,4100632M-002219390,NEW HOLLAND AG,TS6.120 ELITE,DASSA,Sinaloa,270.9,1,2,0,0,2,2,0,0.0,5.9,48.8,,2 servicio(s) pendiente/fuera
Medio,22.6,862407062860212,S403055M-6315968,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Hidalgo,265.2,1,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,22.6,862407062908557,HFJ186366-672374,CASE IH,FARMALL JX90,TRACTIESA,Michoacan de Ocampo,274.1,1,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,22.6,862407066107719,S509932M-6317912,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Zacatecas,286.5,1,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,22.6,862407066129424,S509944M-6320337,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,278.2,1,2,0,0,2,2,0,0.0,4.2,2.0,,2 servicio(s) pendiente/fuera
Medio,22.6,862407066136379,S403097M-6321265,NEW HOLLAND AG,7610S HERENCIA,ATN,Durango,268.7,1,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,22.6,862407061526822,NH11043M-002136781,NEW HOLLAND AG,TS6.110,MADISAGRAL,Chihuahua,855.2,2,3,2,0,1,1,255,255.0,4.1,10.0,,1 servicio(s) pendiente/fuera
Medio,22.6,TRIOSA - HFJ184525,HFJ184525-611181,CASE IH,FARMALL JX90,TRIOSA,Oaxaca,533.0,3,1,0,0,1,1,232,232.0,0.0,0.0,2024-06-08 20:33:00,1 servicio(s) pendiente/fuera
Medio,22.6,TEPSA - 866392066982483,S402928M-8114100,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,532.9,3,2,1,0,1,1,232,232.0,0.0,0.0,2024-05-12 15:14:00,1 servicio(s) pendiente/fuera
Medio,22.6,866392063360949,NH10867M-002092932,NEW HOLLAND AG,TS6.140,ATN,Hidalgo,798.1,3,1,0,0,1,1,198,198.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.6,ATN - NH10557M,NH10557M,NEW HOLLAND AG,TS6.110,ATN,Hidalgo,1061.2,3,4,3,0,1,1,161,161.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.6,DASSA - S507772M,S507772M-8091923,NEW HOLLAND AG,7610S,DASSA,Sinaloa,738.7,4,3,2,0,1,1,138,138.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.6,MADISA - NH09837M,NH09837M-001881990,NEW HOLLAND AG,TS6.110,MADISAGRAL,Oaxaca,415.0,5,2,1,0,1,1,114,114.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.6,TRACTIESA - S508117M,S508117M-8105334,NEW HOLLAND AG,7610S,TRACTIESA,Mexico,1775.3,4,2,1,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.5,862407066111752,5802004M-728483213,NEW HOLLAND AG,7810,altenos,Jalisco,236.8,1,3,1,1,1,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,22.5,862407067036321,S509956M-6319861,NEW HOLLAND AG,7610S HERENCIA,AGROEQUIPOS,Oaxaca,257.5,1,2,0,0,2,2,0,0.0,5.9,50.8,,2 servicio(s) pendiente/fuera
Medio,22.5,TRACSA - S508591M,S508591M-8110404,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,San Luis Potosi,529.6,3,1,0,0,1,1,230,230.0,4.6,19.4,,1 servicio(s) pendiente/fuera
Medio,22.5,AGROSURTE-866392068924889,HFJ185039-624461,CASE IH,FARMALL JX110,AGROSURTE,Queretaro,528.0,3,2,1,0,1,1,228,228.0,0.0,0.0,2025-01-06 09:46:00,1 servicio(s) pendiente/fuera
Medio,22.5,TEPSA - NH10533M,NH10533M-001988665,NEW HOLLAND AG,TS6.110,TEPSA,Puebla,795.0,3,3,2,0,1,1,195,195.0,3.3,0.1,,1 servicio(s) pendiente/fuera
Medio,22.5,TEPSA - NH10718M,NH10718M-002052021,NEW HOLLAND AG,TS6.110,TEPSA,Veracruz de Ignacio de la Llave,1057.6,3,3,2,0,1,1,158,158.0,2.8,5.8,2024-05-12 10:04:00,1 servicio(s) pendiente/fuera
Medio,22.5,353738100917408,2255000059,NEW HOLLAND AG,BOOMER 25,TRACSAGRAL,Jalisco,134.5,6,1,0,0,1,1,84,84.0,0.0,0.0,2024-05-12 12:27:00,1 servicio(s) pendiente/fuera; edad 6 años
Medio,22.4,MTM - S204753M-8116076,S204753M-8116076,NEW HOLLAND AG,6610S HERENCIA,MTM,Puebla,525.3,3,2,1,0,1,1,225,225.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.4,ENAGRI - 5801311M,5801311M-727389457,NEW HOLLAND AG,6810,ENAGRI,Sinaloa,1320.2,3,3,2,0,1,1,120,120.0,0.0,0.0,2025-12-01 22:54:00,1 servicio(s) pendiente/fuera
Medio,22.4,ATS - NH09728M,NH09728M-001863146,NEW HOLLAND AG,TS6.110,ATS,Oaxaca,672.0,5,3,2,0,1,1,72,72.0,0.0,0.0,2025-03-02 11:32:00,1 servicio(s) pendiente/fuera
Medio,22.3,ATN - S508373M,S508373M,NEW HOLLAND AG,7610S HERENCIA,ATN,Coahuila de Zaragoza,522.0,3,2,1,0,1,1,221,221.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.3,TRACSA - NH10413M,NH10413M,NEW HOLLAND AG,TS6.125,TRACSAGRAL,Jalisco,1315.5,3,5,4,0,1,1,115,115.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.1,862407061407353,S509401M-8131379,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,837.0,2,3,2,0,1,1,238,238.0,8.8,54.6,2025-05-06 21:13:00,1 servicio(s) pendiente/fuera
Medio,22.1,TEPSA - NH09960M,NH09960M-001904505,NEW HOLLAND AG,TS6.110,TEPSA,Puebla,453.6,4,2,1,0,1,1,157,157.0,1.1,0.5,,1 servicio(s) pendiente/fuera
Medio,22.1,MADISA - 866392065089397,S306888M-8117792,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Campeche,1308.2,3,4,3,0,1,1,108,108.0,0.0,0.0,2025-08-01 15:17:00,1 servicio(s) pendiente/fuera
Medio,22.1,TEPSA - NKJ0B80CCPKH34435,NKJ0B80CCPKH34435,NEW HOLLAND CE,B80C,TEPSA,Veracruz de Ignacio de la Llave,1308.6,3,2,1,0,1,1,108,108.0,0.0,0.0,2024-06-08 20:36:00,1 servicio(s) pendiente/fuera
Medio,22.0,TAPSA - S508383M,S508383M-8107528,NEW HOLLAND AG,7610S HERENCIA,TAPSA,Puebla,511.6,3,2,1,0,1,1,211,211.0,0.0,0.0,2024-05-12 15:35:00,1 servicio(s) pendiente/fuera
Medio,22.0,DASSA - 4100198M,4100198M-001950456,NEW HOLLAND AG,TS6.120 ELITE,DASSA,Sinaloa,778.8,3,3,2,0,1,1,178,178.0,0.0,0.0,2024-04-10 18:53:00,1 servicio(s) pendiente/fuera
Medio,22.0,TEPSA - 5801168M,5801168M-727351115,NEW HOLLAND AG,6810,TEPSA,Puebla,777.1,3,3,2,0,1,1,177,177.0,2.4,7.8,,1 servicio(s) pendiente/fuera
Medio,22.0,TRACTIESA - 866392066815329,S508830M-8122222,NEW HOLLAND AG,7610S HERENCIA,TRACTIESA,Mexico,777.2,3,2,1,0,1,1,177,177.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,22.0,ARBSA - NH09945M,NH09945M-001870305,NEW HOLLAND AG,TS6.125,ARBSA,Sinaloa,1599.1,4,6,5,0,1,1,0,0.0,0.0,0.0,2024-07-12 22:44:00,1 servicio(s) pendiente/fuera
Medio,21.9,862407062152727,S204846M-6307851,NEW HOLLAND AG,6610S HERENCIA,MTM,Morelos,52.5,1,2,0,0,2,2,2,2.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,21.9,862407061849745,S509751M-6315812,NEW HOLLAND AG,7610S HERENCIA,altenos,Puebla,63.3,1,2,0,1,1,2,0,0.0,4.1,4.4,,2 servicio(s) pendiente/fuera
Medio,21.9,862407065507034,S403092M-6319875,NEW HOLLAND AG,7610S HERENCIA,altenos,Mexico,78.9,1,2,0,1,1,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,21.9,TEPSA-S402893M-8112804,S402893M-8112804,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,288.2,3,2,1,0,1,1,238,238.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.9,862407061578161,HFJ185849-654581,CASE IH,FARMALL JX110,MADISAGRAL,Nuevo Leon,1098.1,2,4,3,0,1,1,198,198.0,6.9,12.4,2025-11-11 12:00:00,1 servicio(s) pendiente/fuera
Medio,21.9,866392063397610,H101293M-8123222,NEW HOLLAND AG,TS6000,AGROSURTE,Oaxaca,1094.2,2,4,3,0,1,1,197,197.0,12.6,11.2,2025-08-01 17:01:00,1 servicio(s) pendiente/fuera
Medio,21.9,TEPSA - 5801287M,5801287M-727367851,NEW HOLLAND AG,6810,TEPSA,Puebla,773.8,3,3,2,0,1,1,174,174.0,0.0,0.0,2025-04-02 10:14:00,1 servicio(s) pendiente/fuera
Medio,21.9,TRACTIESA - 866392065146999,NH10776M-002048258,NEW HOLLAND AG,TS6.110,TRACTIESA,Mexico,1302.5,3,5,4,0,1,1,102,102.0,3.2,12.9,2025-11-07 09:28:00,1 servicio(s) pendiente/fuera
Medio,21.9,ARBSA - S508248M,S508248M-8102810,NEW HOLLAND AG,7610S HERENCIA,ARBSA,Queretaro,1243.1,4,6,5,0,1,1,44,44.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.9,MADISA - R - S402696M,S402696M-8089508,NEW HOLLAND AG,Desconocido,MADISAGRAL,Hidalgo,1567.1,4,1,0,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.8,862407062911288,S403045M-6304843,NEW HOLLAND AG,7610S HERENCIA,altenos,Hidalgo,37.7,1,2,0,1,1,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,21.8,TEPSA - S402884M,S402884M-8107442,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,771.9,3,2,1,0,1,1,171,171.0,0.0,0.0,2025-01-06 09:12:00,1 servicio(s) pendiente/fuera
Medio,21.8,ATN - 866392069000846,S306865M-8119324,NEW HOLLAND AG,6610S HERENCIA,ATN,Hidalgo,770.0,3,2,1,0,1,1,169,169.0,2.1,5.3,2024-04-10 19:34:00,1 servicio(s) pendiente/fuera
Medio,21.8,TEPSA - HFJ182777,HFJ182777-555948,CASE IH,FARMALL JX90,TEPSA,Puebla,387.0,5,2,1,0,1,1,87,87.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.7,862407061813139,S307151M-6316924,NEW HOLLAND AG,6610S HERENCIA,Desconocido,Desconocido,0.0,1,2,0,0,2,2,0,0.0,0.0,0.0,,2 servicio(s) pendiente/fuera
Medio,21.7,866392068834872,NH10787M-002034672,NEW HOLLAND AG,TS6.120,ARBSA,Sonora,1027.6,3,4,3,0,1,1,129,129.0,6.6,2.7,2025-04-10 18:54:00,1 servicio(s) pendiente/fuera
Medio,21.7,ATN - S507585M,S507585M,NEW HOLLAND AG,7610S HERENCIA,ATN,Hidalgo,1016.5,5,1,0,0,1,1,0,0.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.7,ARBSA - NH09789M,NH09789M-001856190,NEW HOLLAND AG,TS6.125,ARBSA,Sonora,1509.4,4,6,5,0,1,1,0,0.0,0.0,0.0,2025-03-08 21:55:00,1 servicio(s) pendiente/fuera
Medio,21.7,AGROCISA - H101249M,H101249M-8102116,NEW HOLLAND AG,TS6000,AGROCISAGRAL,Jalisco,1498.0,4,6,5,0,1,1,0,0.0,4.1,22.6,2024-06-08 20:39:00,1 servicio(s) pendiente/fuera
Medio,21.6,862407061724948,HFJ185948-657860,CASE IH,FARMALL JX90,MADISAGRAL,Guanajuato,554.5,2,2,1,0,1,1,258,258.0,11.3,60.0,2025-11-07 10:45:00,1 servicio(s) pendiente/fuera
Medio,21.6,866392068780562,HFJ185604-642815,CASE IH,95JX,TEPSA,Puebla,2144.8,2,7,6,0,1,1,44,44.0,2.1,0.0,2025-11-10 06:00:00,1 servicio(s) pendiente/fuera
Medio,21.6,TEPSA - 866392066780689,S508862M-8124059,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,1821.7,3,6,5,0,1,1,21,21.0,0.0,0.0,2025-11-07 09:26:00,1 servicio(s) pendiente/fuera
Medio,21.5,862407061486258,S307043M-8123656,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Guanajuato,552.4,2,2,1,0,1,1,254,254.0,5.9,3.7,2025-12-09 08:59:00,1 servicio(s) pendiente/fuera
Medio,21.5,TEPSA - S306468M,S306468M-8097557,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,700.0,4,3,2,0,1,1,99,99.0,1.5,0.1,2025-12-07 16:15:00,1 servicio(s) pendiente/fuera
Medio,21.5,ENAGRI - 4100060M,4100060M-001883265,NEW HOLLAND AG,TS6.125,ENAGRI,Sinaloa,1464.7,4,6,5,0,1,1,0,0.0,0.0,0.0,2024-05-11 15:08:00,1 servicio(s) pendiente/fuera
Medio,21.4,ENAGRI - 4100134M,4100134M-001925908,NEW HOLLAND AG,TS6.120 ELITE,ENAGRI,Sinaloa,490.1,3,2,1,0,1,1,190,190.0,0.0,0.0,2024-04-10 18:49:00,1 servicio(s) pendiente/fuera
Medio,21.4,TEPSA - S508335M,S508335M-8102004,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,756.9,3,3,2,0,1,1,157,157.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.4,ENAGRI - S507838M,S507838M-8094822,NEW HOLLAND AG,7610S HERENCIA,ENAGRI,Sinaloa,432.0,4,2,1,0,1,1,131,131.0,0.0,0.0,,1 servicio(s) pendiente/fuera
Medio,21.4,TEPSA - S508395M,S508395M-8107459,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,1283.7,3,5,4,0,1,1,83,83.0,7.3,25.3,2025-09-09 14:42:00,1 servicio(s) pendiente/fuera
Medio,21.3,862407062856020,HFJ186082-664724,CASE IH,FARMALL JX110,MADISAGRAL,Hidalgo,545.8,2,2,1,0,1,1,246,246.0,1.0,0.7,2025-11-09 18:24:00,1 servicio(s) pendiente/fuera
Medio,21.2,ENAGRI - S509270M - 862407061530493,S509270M-8129580,NEW HOLLAND AG,7610S HERENCIA,ENAGRI,Nayarit,322.9,2,2,1,0,1,1,273,273.0,7.8,19.0,,1 servicio(s) pendiente/fuera
Medio,21.2,TEPSA - S508349M,S508349M-8107868,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,485.4,3,2,1,0,1,1,185,185.0,0.0,0.0,2024-05-12 10:45:00,1 servicio(s) pendiente/fuera
Medio,21.2,AGROCISA-NH09750M-TS6.110,NH09750M-001862862,NEW HOLLAND AG,TS6.110,AGROCISAGRAL,Guanajuato,865.1,5,4,3,0,1,1,0,0.0,0.0,0.0,2024-11-02 13:47:00,1 servicio(s) pendiente/fuera
Medio,21.1,862407060154188,HFJ185265-631684,CASE IH,FARMALL JX110,TRACTIESA,Mexico,480.0,3,2,1,0,1,1,181,181.0,0.0,0.0,2024-08-11 10:32:00,1 servicio(s) pendiente/fuera
Medio,21.1,ARBSA - S508360M,S508360M-8107496,NEW HOLLAND AG,7610S HERENCIA,ARBSA,Sonora,1010.2,3,4,3,0,1,1,110,110.0,4.3,30.9,2024-04-10 19:39:00,1 servicio(s) pendiente/fuera
Medio,21.1,ENAGRI-4100132M-866392061455873,4100132M-001963905,NEW HOLLAND AG,TS6.120 ELITE,ENAGRI,Nayarit,1534.3,3,6,5,0,1,1,39,39.0,8.7,45.2,2025-11-07 11:02:00,1 servicio(s) pendiente/fuera
Medio,21.0,866016064473241,S508931M-8122173,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Zacatecas,254.4,3,1,0,0,1,1,207,207.0,0.0,0.0,2024-05-12 10:37:00,1 servicio(s) pendiente/fuera
Medio,21.0,ATN - 4100257M-002028537,4100257M,NEW HOLLAND AG,TS6.120 ELITE,ATN,Chihuahua,257.0,3,1,0,0,1,1,206,206.0,0.0,0.0,,1 servicio(s) pendiente/fuera
