IMEI,Alias,Marca,Modelo,Configuracion,Fecha Alta,No. Serie,Distribuidor,Ciudad,Estado,Horometro,Odometro,Total,Cerrados,C.Fuera,Pendientes,50,300,600,900,1200,1500,1800,2100,2400,Latitud,Longitud,Combustible,Distancia,Vel. Maxima (kph),Vel. Promedio (kph),T. Encendido (hrs),T. Apagado (hrs),intervalos_con_info,intervalos_sin_info,edad_equipo
862407062061035,862407062061035,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186232-667921,TEPSA,Quecholac,Puebla,45.87,68.22,1,0,0,1,PorVencer,,,,,,,,,18.8742956,-97.5780131,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062061381,862407062061381,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ185615-644221,TEPSA,San Nicolas Buenos Aires,Puebla,85.68,4.52,1,0,0,1,Pendiente,,,,,,,,,19.1812981,-97.628375,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062061712,862407062061712,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-10-29,S307082M-6306233,ATN,Francisco I. Madero,Hidalgo,2343.47,28.59,51,0,0,51,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,25.880877,-103.3877891,103.0,40.41,21,3.98,10.29,13.71,8,1,2.0
862407062062181,862407062062181,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-20,S509545M-6304991,ATC,Vicente Guerrero,Durango,836.79,77.3,16,1,2,15,Cerrada,CerradaFuera,CerradaFuera,,,,,,,24.0578258,-103.3964278,0.14,0.05,9,3.2,0.38,23.62,3,6,2.0
862407062062686,862407062062686,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-20,S509562M-6308115,ATC,Joquicingo,Mexico,596.59,6.63,28,1,1,27,CerradaFuera,Cerrada,PorVencer,,,,,,,19.074664,-99.5407401,4.72,1.64,8,3.74,4.84,19.16,3,6,2.0
862407062062702,862407062062702,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186276-669327,ATC,Romita,Guanajuato,758.58,1.98,7,2,1,5,Cerrada,Cerrada,CerradaFuera,,,,,,,20.9005293,-101.5105338,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062062843,862407062062843,NEW HOLLAND AG,WORKMASTER 40,"FWD, ROPS",2024-12-18,LSM0W40RCR0310919-GB240076,MADISAGRAL,Santiago de Anaya,Hidalgo,249.56,12.43,0,0,0,0,,,,,,,,,,20.5047776,-99.2012115,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062064054,862407062064054,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-29,S509494M-6302878,ATS,Juan Rodriguez Clara,Veracruz de Ignacio de la Llave,891.82,76.27,4,0,2,4,CerradaFuera,CerradaFuera,Pendiente,PorVencer,,,,,,18.007742,-95.5404806,66.98,11.3,14,1.85,6.93,17.07,4,5,2.0
862407062064518,862407062064518,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186253-667637,TEPSA,San Nicolas Buenos Aires,Puebla,160.48,54.58,1,1,0,0,Cerrada,,,,,,,,,19.2718171,-97.5693938,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062065143,862407062065143,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-29,S509485M-6302730,MADISAGRAL,San Jose Iturbide,Guanajuato,250.49,1.25,1,1,0,0,Cerrada,,,,,,,,,21.0933358,-100.465286,21.11,1.89,9,1.1,5.56,18.44,1,8,2.0
862407062065549,862407062065549,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186130-665759,AGROCISAGRAL,Tepatitlan de Morelos,Jalisco,234.97,0.47,32,1,0,31,Cerrada,,,,,,,,,20.5580481,-102.7488813,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062066059,862407062066059,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186176-665814,TEPSA,Cuautlancingo,Puebla,26.61,0.0,1,0,0,1,PorVencer,,,,,,,,,19.0985395,-98.232969,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062066422,862407062066422,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-20,S509568M-6308238,ATN,Lerdo,Durango,192.91,995.22,1,0,0,1,Pendiente,,,,,,,,,25.4914418,-103.6406986,3.02,0.08,0,0.24,0.36,23.64,1,8,2.0
862407062066562,862407062066562,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-20,S509570M-6308197,ATN,Matamoros,Coahuila de Zaragoza,1481.23,36.53,10,0,0,10,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,PorVencer,,,,25.4586865,-103.246391,70.48,32.71,16,4.64,9.15,14.85,6,3,2.0
862407062066570,862407062066570,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186231-667903,TEPSA,Palmar de Bravo,Puebla,362.12,85.72,2,0,1,2,CerradaFuera,Pendiente,,,,,,,,18.827202,-97.4322888,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062067115,862407062067115,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-11-29,S307099M-6308603,ARBSA,Empalme,Sonora,947.39,105.99,4,4,0,0,Cerrada,Cerrada,Cerrada,Cerrada,,,,,,28.0342878,-110.9085668,79.44,28.13,8,3.23,8.73,15.27,4,5,2.0
862407062067164,862407062067164,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-29,S509502M-6298476,TRACTIESA,Epitacio Huerta,Michoacan de Ocampo,335.38,36.26,10,0,0,10,Pendiente,Pendiente,,,,,,,,20.0588753,-100.3244201,78.29,16.61,20,2.3,11.19,12.81,2,7,2.0
862407062067305,862407062067305,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-08,S509516M-6306336,altenos,San Ignacio Cerro Gordo,Jalisco,1110.53,66.87,11,5,0,6,Cerrada,Cerrada,Cerrada,Cerrada,,,,,,20.9342948,-102.5115783,11.53,6.87,19,6.14,1.13,22.87,4,5,2.0
862407062067362,862407062067362,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-29,S509564M-6308114,MADISAGRAL,Isla Mujeres,Quintana Roo,1031.24,31.23,15,2,0,13,Cerrada,Pendiente,Pendiente,Pendiente,,,,,,21.2921433,-86.8145531,0.0,0.0,0,0.0,0.0,24.0,4,5,2.0
862407062067420,862407062067420,NEW HOLLAND AG,7610S HERENCIA,LODERO,2024-11-20,S509556M-6306530,TEPSA,Cuyoaco,Puebla,853.51,12.85,27,1,0,26,Pendiente,Pendiente,Cerrada,,,,,,,19.7009868,-97.5361408,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062070416,862407062070416,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-10-29,S403026M-6302374,TEPSA,Santa Isabel Cholula,Puebla,411.94,103.7,34,1,1,33,CerradaFuera,Cerrada,,,,,,,,18.9230158,-98.3468001,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062077593,862407062077593,CASE IH,FARMALL JX100,4WD CABINA,2024-11-12,HFJ186261-666591,MADISAGRAL,Tapachula,Chiapas,2.95,0.03,0,0,0,0,,,,,,,,,,14.8762791,-92.3059436,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062080506,862407062080506,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-11-12,S307086M-8131487,TRACSAGRAL,Tepalcatepec,Michoacan de Ocampo,459.12,16.65,4,0,0,4,Pendiente,Pendiente,,,,,,,,19.0027335,-102.7022201,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062082247,862407062082247,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-29,S509479M-6302797,TRACSAGRAL,Lagos de Moreno,Jalisco,184.64,80.42,1,0,0,1,Pendiente,,,,,,,,,21.3207381,-101.9580621,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062082304,862407062082304,CASE IH,FARMALL JX90,4WD CABINA,2024-11-12,HFJ186259-667463,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,20.6339681,-100.4279068,0.0,0.0,0,0.0,0.0,0.0,0,9,2.0
862407062083237,862407062083237,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-11-20,S307091M-6306243,ATN,Maravatio,Michoacan de Ocampo,153.97,251.95,6,0,1,6,CerradaFuera,,,,,,,,,20.016902,-100.5079375,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062083955,862407062083955,CASE IH,FARMALL JX90,4WD CABINA,2024-10-11,HFJ186201-666253,TRACSAGRAL,Zamora,Michoacan de Ocampo,293.27,118.03,2,0,0,2,Pendiente,PorVencer,,,,,,,,19.9811161,-102.0597016,26.21,29.43,31,7.86,4.14,19.86,2,7,2.0
862407062086487,862407062086487,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-08,S509515M-6308299,altenos,Arandas,Jalisco,1139.13,33.04,14,4,0,10,Cerrada,Cerrada,Cerrada,Cerrada,,,,,,20.9124493,-102.3538336,113.81,16.46,20,2.08,10.47,13.53,4,5,2.0
862407062086503,862407062086503,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-07-09,S509385M-8131695,TEPSA,San Martin Texmelucan,Puebla,497.8,0.01,2,0,0,2,Pendiente,Pendiente,,,,,,,,19.3030438,-98.4548796,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062086529,862407062086529,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-07-09,S509375M-8131505,ATN,Delicias,Chihuahua,680.71,34.62,3,0,0,3,Pendiente,Pendiente,Pendiente,,,,,,,28.1843271,-105.3219485,21.61,7.08,17,2.48,3.4,20.6,3,6,2.0
862407062086545,862407062086545,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-12-10,S509616M-6304454,ATC,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,803.95,5.92,0,0,0,0,,,,,,,,,,21.1910141,-100.8668565,46.46,27.83,36,7.01,4.42,19.58,0,9,2.0
862407062086578,862407062086578,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-07-09,4100525M-002146134,TEPSA,San Juan Bautista Tuxtepec,Oaxaca,4.26,2.7,0,0,0,0,,,,,,,,,,18.1766905,-96.0549571,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062086644,862407062086644,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-11-08,S307084M-6306235,TRACSAGRAL,Tepalcatepec,Michoacan de Ocampo,564.37,9.07,3,0,0,3,Pendiente,Pendiente,PorVencer,,,,,,,19.0027213,-102.7023365,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062086651,862407062086651,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-08,S509512M-6308236,altenos,San Juan de los Lagos,Jalisco,304.67,45.84,3,2,0,1,Cerrada,Cerrada,,,,,,,,21.3914618,-102.4509586,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062087220,862407062087220,CASE IH,95JX,HC 4WD CABINA,2024-10-31,HFJ186077-658723,TEPSA,San Nicolas Buenos Aires,Puebla,888.5,3.08,4,1,1,3,CerradaFuera,Cerrada,Pendiente,PorVencer,,,,,,19.2647041,-97.536282,0.0,0.0,0,0.0,0.0,24.0,4,5,2.0
862407062087428,862407062087428,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-29,S509610M-6304347,MADISAGRAL,Atlixco,Puebla,302.89,54.91,9,1,0,8,Cerrada,Pendiente,,,,,,,,18.8316541,-98.462964,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062088103,862407062088103,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-29,S509582M-6305187,TRACTIESA,Tarimbaro,Michoacan de Ocampo,168.49,27.88,1,0,0,1,Pendiente,,,,,,,,,19.7479333,-101.0485873,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062088277,862407062088277,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-29,S509579M-6304950,ATC,Joquicingo,Mexico,760.61,8.3,13,2,2,11,CerradaFuera,Cerrada,Cerrada,,,,,,,19.0617341,-99.5456713,65.73,13.27,21,4.06,6.23,17.77,3,6,2.0
862407062089630,862407062089630,CASE IH,FARMALL JX90,4WD CABINA,2024-11-12,HFJ186274-669537,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,20.6327196,-100.4293238,0.0,0.0,0,0.0,0.0,0.0,0,9,2.0
862407062089663,862407062089663,NEW HOLLAND AG,TT75,2WD R30/R38,2024-12-02,T050987M-715435872,MADISAGRAL,Huichapan,Hidalgo,976.95,47.33,7,2,0,5,Cerrada,Cerrada,Pendiente,Pendiente,,,,,,20.5315486,-99.7097513,17.99,20.64,18,7.22,2.87,21.13,4,5,2.0
862407062089812,862407062089812,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-10,S509458M-6302457,altenos,Teziutlan,Puebla,394.42,0.04,6,0,2,6,CerradaFuera,CerradaFuera,,,,,,,,19.6141231,-97.2029583,4.62,0.07,8,0.19,2.53,21.47,2,7,2.0
862407062090612,862407062090612,NEW HOLLAND AG,TS6000,4WD,2024-08-20,H101316M-8124462,altenos,Corregidora,Queretaro,668.47,102.22,43,3,0,40,Cerrada,Cerrada,Cerrada,,,,,,,20.3974135,-100.4119261,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062091875,862407062091875,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-08,S509520M-6306339,altenos,Fresnillo,Zacatecas,268.4,16.46,40,1,1,39,Cerrada,CerradaFuera,,,,,,,,23.5596691,-102.8865643,0.13,0.04,0,3.57,0.01,23.99,2,7,2.0
862407062091990,862407062091990,NEW HOLLAND AG,6610S HERENCIA,2WD,2024-07-09,S204818M-8122571,ATN,Francisco I. Madero,Hidalgo,323.93,16.15,44,0,0,44,Pendiente,Pendiente,,,,,,,,25.743553,-103.3051003,6.78,6.47,21,8.15,2.94,21.06,2,7,2.0
862407062092212,862407062092212,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-10,5801755M-727439856,MADISAGRAL,Paso del Macho,Veracruz de Ignacio de la Llave,315.31,169.85,2,0,0,2,Pendiente,Pendiente,,,,,,,,18.91303,-96.5802023,124.65,11.85,12,1.18,11.31,12.69,2,7,2.0
862407062092618,862407062092618,CASE IH,FARMALL JX90,4WD CABINA,2024-11-12,HFJ186267-668695,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,19.0981453,-98.2357248,0.0,0.0,0,0.0,0.0,0.0,0,9,2.0
862407062092667,862407062092667,NEW HOLLAND AG,6810,4WD,2024-10-10,5801754M-727389454,AGROEQUIPOS,Chahuites,Oaxaca,1452.32,0.0,5,2,0,3,Pendiente,Cerrada,Cerrada,Pendiente,Pendiente,,,,,16.2710226,-94.1915813,0.0,0.0,0,0.0,0.0,24.0,5,4,2.0
862407062094176,862407062094176,NEW HOLLAND AG,6810,4WD,2024-12-26,5801812M-727449245,MADISAGRAL,Metepec,Mexico,126.72,0.45,1,0,0,1,Pendiente,,,,,,,,,20.3188438,-98.3348735,1.01,0.02,0,0.0,1.87,22.13,1,8,2.0
862407062094341,862407062094341,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-11-21,S403033M-6305020,ARBSA,Huatabampo,Sonora,6.82,90.9,0,0,0,0,,,,,,,,,,26.8219355,-109.6375713,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062095181,862407062095181,NEW HOLLAND AG,7610S HERENCIA,4WD,2025-01-16,S204848M-6307992,TEPSA,Atlixco,Puebla,40.72,195.94,1,0,0,1,PorVencer,,,,,,,,,18.9514403,-98.5563343,0.0,0.0,0,0.0,0.0,24.0,1,8,1.0
862407062095256,862407062095256,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-08-20,S509391M-8132045,ATN,Coronado,Chihuahua,222.62,162.71,14,0,0,14,Pendiente,,,,,,,,,26.4024436,-105.3818181,54.94,32.84,29,7.84,4.63,19.37,1,8,2.0
862407062096502,862407062096502,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-11-08,S509521M-6306363,TEPSA,San Nicolas Buenos Aires,Puebla,993.38,32.21,9,0,0,9,Pendiente,Pendiente,Pendiente,Pendiente,,,,,,19.1913291,-97.5810098,29.69,13.8,16,3.58,4.33,19.67,4,5,2.0
862407062096817,862407062096817,CASE IH,95JX,HC 4WD CABINA,2024-11-29,HFJ186275-669482,AGROCISAGRAL,San Francisco del Rincon,Guanajuato,369.26,36.31,33,2,0,31,Cerrada,Cerrada,,,,,,,,21.0258261,-101.7698803,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062097427,862407062097427,CASE CE,580N,Desconocido,2025-07-09,HBZN580NEPAH33180,DIMAPESA,Cancun,Quintana Roo,1286.27,91.14,0,0,0,0,,,,,,,,,,21.1737938,-86.8499861,0.0,13.84,15,1.45,10.55,13.45,0,9,1.0
862407062097567,862407062097567,NEW HOLLAND AG,6810,4WD,2025-01-17,5801838M-727450081,MADISAGRAL,La Antigua,Veracruz de Ignacio de la Llave,200.33,63.06,1,0,0,1,Pendiente,,,,,,,,,19.5169033,-96.4618608,3.49,0.08,0,0.22,0.4,23.6,1,8,1.0
862407062098292,862407062098292,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-09-24,S509437M-8133284,ARBSA,Ezequiel Montes,Queretaro,1287.78,0.86,10,5,0,5,Cerrada,Cerrada,Cerrada,Cerrada,Pendiente,,,,,20.719863,-99.9171996,44.87,8.4,12,1.91,6.93,17.07,5,4,2.0
862407062098458,862407062098458,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-11-12,S307085M-6306234,TRACSAGRAL,Tepalcatepec,Michoacan de Ocampo,556.08,67.47,2,0,0,2,Pendiente,Pendiente,,,,,,,,19.013407,-102.7303753,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062098474,862407062098474,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-08-20,S509390M-8131981,MADISAGRAL,Tizayuca,Hidalgo,241.95,0.0,1,1,0,0,Cerrada,,,,,,,,,19.8192075,-99.014291,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062098565,862407062098565,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-09-27,4100515M-002055637,TEPSA,San Salvador Huixcolotla,Puebla,352.98,2.48,4,1,1,3,CerradaFuera,Cerrada,,,,,,,,18.8764985,-97.816182,28.6,5.52,7,1.62,4.33,19.67,2,7,2.0
862407062098615,862407062098615,CASE IH,FARMALL JX100,4WD CABINA,2024-11-12,HFJ186265-669058,MADISAGRAL,Apaxco,Mexico,3.27,0.67,0,0,0,0,,,,,,,,,,19.9141838,-99.1420338,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062098656,862407062098656,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-09-24,S307069M-6304390,altenos,Epitacio Huerta,Michoacan de Ocampo,335.42,52.6,2,1,1,1,Cerrada,CerradaFuera,,,,,,,,20.0756248,-100.2182215,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062099076,862407062099076,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-09-24,S509430M-8131469,TRACTIESA,Villa de Allende,Mexico,182.31,0.18,1,0,0,1,Pendiente,,,,,,,,,19.5133668,-100.1115763,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062099167,862407062099167,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-09-24,S307065M-6304387,TEPSA,Palmar de Bravo,Puebla,956.08,103.49,4,2,0,2,Cerrada,Cerrada,Pendiente,Pendiente,,,,,,18.8558815,-97.5764223,48.87,29.86,13,4.57,8.86,15.14,4,5,2.0
862407062099290,862407062099290,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-09-24,S307050M-6304389,MADISAGRAL,Tepeaca,Puebla,429.67,50.42,51,1,0,50,Cerrada,Pendiente,,,,,,,,19.0196086,-97.9044533,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062099308,862407062099308,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-10-10,4100557M-002156989,TRACSAGRAL,San Francisco de los Romo,Aguascalientes,387.85,4.32,2,0,0,2,Pendiente,Pendiente,,,,,,,,22.0668833,-102.2996481,0.5,0.22,5,2.29,0.14,23.86,2,7,2.0
862407062099340,862407062099340,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-09-24,S403018M-8133106,TAPSA,Nopalucan,Puebla,290.86,7.45,27,0,0,27,Pendiente,PorVencer,,,,,,,,19.1329708,-97.832798,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062099910,862407062099910,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-11-12,4100570M-002166306,ATC,Vicente Guerrero,Durango,537.95,115.94,8,0,0,8,Pendiente,Pendiente,,,,,,,,24.083419,-103.6833293,79.83,58.2,23,5.95,12.73,11.27,2,7,2.0
862407062100031,862407062100031,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-10,S509451M-8130652,TRACSAGRAL,San Juan de los Lagos,Jalisco,397.19,11.28,2,0,0,2,Pendiente,Pendiente,,,,,,,,21.3913868,-102.282769,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062100338,862407062100338,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-10-10,S403021M-8131375,TEPSA,Quecholac,Puebla,114.19,48.02,1,0,0,1,Pendiente,,,,,,,,,18.8854218,-97.621157,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062100478,862407062100478,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-10-10,4100560M-002143437,TRACSAGRAL,San Francisco de los Romo,Aguascalientes,219.68,34.01,1,0,0,1,Pendiente,,,,,,,,,22.0954096,-102.2677861,0.0,0.0,0,0.02,0.26,23.74,1,8,2.0
862407062100593,862407062100593,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-10-10,S509462M-6302476,altenos,Purisima del Rincon,Guanajuato,697.31,41.97,44,4,0,40,Cerrada,Cerrada,Cerrada,,,,,,,20.9630358,-102.0755831,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062100643,862407062100643,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-10-10,4100558M-002143052,TRACSAGRAL,Acatlan de Perez Figueroa,Oaxaca,3.99,24.09,0,0,0,0,,,,,,,,,,18.3834981,-96.7591336,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062100890,862407062100890,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-10-10,S307070M-6304216,ARBSA,Cadereyta de Montes,Queretaro,154.42,9.43,1,1,0,0,Cerrada,,,,,,,,,20.7868705,-99.665655,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062100957,862407062100957,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-11-12,4100568M-002163626,ENAGRI,Mazatlan,Sinaloa,107.05,0.0,1,0,0,1,Pendiente,,,,,,,,,23.4423743,-106.4218406,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062100965,862407062100965,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-11-12,4100571M-002166276,TEPSA,Mazapiltepec de Juarez,Puebla,90.46,0.0,49,0,0,49,Pendiente,,,,,,,,,19.1076571,-97.7617815,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062100981,862407062100981,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-10-10,S307071M-6304217,ATC,Champoton,Campeche,18.99,81.6,1,0,0,1,PorVencer,,,,,,,,,19.1361216,-90.3179923,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
862407062101229,862407062101229,NEW HOLLAND AG,6810,4WD,2024-11-12,5801765M-727439853,TRACTIESA,Valle de Bravo,Mexico,622.54,11.18,4,1,0,3,Pendiente,Cerrada,Pendiente,,,,,,,19.0606658,-100.0448178,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062101310,862407062101310,NEW HOLLAND AG,TT4.80,TT4.80 - FWD 12X12 MS,2024-09-02,NH1658763-409868DT,MADISAGRAL,Ahuazotepec,Puebla,618.94,17.51,0,0,0,0,,,,,,,,,,20.0211025,-98.261562,51.72,21.03,9,2.53,6.32,17.68,0,9,2.0
862407062101385,862407062101385,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-09-27,4100555M-002049467,TRACSAGRAL,Zamora,Michoacan de Ocampo,5.05,3.85,0,0,0,0,,,,,,,,,,19.9219776,-102.1666763,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062101526,862407062101526,NEW HOLLAND AG,TT4.90,TT4.90 - 2WD 12X12 PS,2024-09-23,NH1693228-443951DT,MADISAGRAL,Metepec,Mexico,120.26,34.02,0,0,0,0,,,,,,,,,,20.2458591,-98.3827751,13.53,1.6,6,1.13,1.61,22.39,0,9,2.0
862407062101559,862407062101559,CASE IH,FARMALL JX110,4WD CABINA,2024-08-20,HFJ186041-662695,MADISAGRAL,General Teran,Nuevo Leon,629.42,0.0,3,2,0,1,Cerrada,Cerrada,Pendiente,,,,,,,25.3387058,-99.715868,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062101583,862407062101583,NEW HOLLAND AG,TT75,Desconocido,2024-08-30,T050963M-715435870,MADISAGRAL,Metepec,Mexico,256.64,6.23,0,0,0,0,,,,,,,,,,20.2084948,-98.3890773,8.91,6.24,12,4.77,1.49,22.51,0,9,2.0
862407062101617,862407062101617,CASE IH,FARMALL JX110,4WD,2024-08-20,HFJ186035-662279,DASSA,Los Mochis,Sinaloa,5.92,5.48,0,0,0,0,,,,,,,,,,25.8166201,-108.9748718,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062101625,862407062101625,NEW HOLLAND AG,TT4.90,TT4.90 - 2WD 12X12 PS,2025-01-03,NH1695905-446347DT,MADISAGRAL,Apaxco,Mexico,68.4,22.11,0,0,0,0,,,,,,,,,,19.9269876,-99.0918415,74.38,12.18,17,1.59,7.81,16.19,0,9,1.0
862407062101633,862407062101633,CASE CE,575SV,2WD,2024-08-19,NKJ575SVVRKH40390,DIMAPESA,Valladolid,Yucatan,792.24,34.24,0,0,0,0,,,,,,,,,,20.6032361,-88.2641738,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
862407062101666,862407062101666,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-09-24,S509397M-6302458,TRACSAGRAL,Huetamo,Michoacan de Ocampo,614.98,23.72,3,0,0,3,Pendiente,Pendiente,Pendiente,,,,,,,18.4780628,-100.977796,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
862407062101690,862407062101690,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-09-24,S403016M-8133120,TEPSA,Quecholac,Puebla,304.7,41.19,11,0,0,11,Pendiente,Pendiente,,,,,,,,18.8916098,-97.6413916,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062101732,862407062101732,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-09-27,4100548M-002145524,MADISAGRAL,Tlahuapan,Puebla,471.9,201.74,5,2,0,3,Cerrada,Cerrada,,,,,,,,19.3653363,-98.564153,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
862407062102672,862407062102672,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-11-12,S403028M-6304951,TEPSA,Tepetitla de Lardizabal,Tlaxcala,578.91,28.99,41,1,1,40,CerradaFuera,Cerrada,PorVencer,,,,,,,19.2149516,-98.387235,0.0,0.07,3,0.78,0.09,23.91,3,6,2.0
